entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;mano_obra;expediente-numero;financiamiento
Ecoparque;Ecoparque: Osos/Chimpance/Orangután - Modificaciones En Recinto;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se repararon y readecuaron los recintos de osos y grandes simios.;1645600.00;14;palermo;republica de la india 3000;2017-08-08;2017-11-09;3;100;Conibra S.R.L;2017;Decreto N° 433/16;-;30707433910;48;EX-2017-13126839-MGEYA-UPEEI;Nación
Ecoparque;Ecoparque: Cuarentena;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se realizaron trabajos de reparación y readecuación en el sector de cuarentena, emplazado adyacente al hospital veterinario del ecoparque interactivo.;2434966.00;14;palermo;republica de la india 3000;2017-09-19;2018-01-04;4;100;Conibra S.R.L;2017;Licitación Privada;10038-SIGAF/2017;30707433910;47;EX-2017-12119786-MGEYA-UPEEI;Mixto Nación / Préstamo BID AR-L1260
Ecoparque;Ecoparque: Necropsia;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;la contratación que se llevó a cabo tuvo por objeto la realización de trabajos de mantenimiento (reparación y readecuación) que se hicieron en el edificio de necropsia.;916817.00;14;palermo;republica de la india 3000;2017-07-21;2017-09-15;2;100;DEVELOPMENT COSEC SRL;2017;Contratacion Menor;9510-1123-CME17;30709861855;47;EX-2017-10835560-MGEYA-UPEEI;Mixto / Nación / GCBA
Barrio Papa Francisco;Barrio Papa Francisco: Infraestructura 1;Finalizada;Hidráulica e Infraestructura;Instituto de la Vivienda;barrio papa francisco, etapa 3. infraestructura (para la etapa 1 y etapa 2). avda. escalada y avda. fernández de la cruz, barrio villa lugano, comuna 8.;41731397.00;8;villa lugano;escalada av. y fernandez de la cruz, f., gral. av.;2017-11-24;2018-07-31;8;100;Conorvial S.A;2017;Licitación Pública;LP 55/16;33504596309;40;LP 55-16;GCBA / FoDUS
Barrio Papa Francisco;Barrio Papa Francisco: Infraestructura 2;Finalizada;Hidráulica e Infraestructura;Instituto de la Vivienda;barrio papa francisco, etapa 4. infraestructura. avda. escalada y avda. fernández de la cruz, barrio villa lugano, comuna 8;143231737.00;8;villa lugano;escalada av. y fernandez de la cruz, f., gral. av.;2017-11-24;2018-11-30;12;100;Conorvial S.A;2017;Licitación Pública;LP 03/17;33504596309;60;LP 03-17;GCBA / FoDUS
Barrio Papa Francisco;Barrio Papa Francisco: Etapa 5;Finalizada;Vivienda;Instituto de la Vivienda;barrio papa francisco, etapa 5. 420 viviendas, 28 locales comerciales, obras exteriores y sector patio de juegos. tipologí­a planta baja + 4 pisos. avda. escalada y avda. fernández de la cruz, barrio lugano, comuna;285332963.00;8;villa lugano;escalada av. y fernandez de la cruz, f., gral. av.;2017-12-10;2019-05-31;17;100;Conorvial S.A;2017;Licitación Pública;LP 06/17;33504596309;250;LP 06-17;Mixto / CAF / Nación / GCBA
Barrio Rodrigo Bueno;Barrio Rodrigo Bueno: Vivienda;Finalizada;Vivienda;Instituto de la Vivienda;barrio rodrigo bueno etapa 2. 612 viviendas, 53 locales comerciales y obras exteriores. tipologí­a pb + 1 piso / pb + 2 pisos / pb + 3 pisos. av. españa, reserva ecológica costanera sur y macizo rodrigo bueno. barrio puerto madero. comuna 1;314660453.00;4;la boca;españa av. 1800;2018-03-01;2019-05-30;14;100;Criba S.A.;2017;Licitación Pública;35--IVC-2017;30505454436;102;15798534--IVC-2017;Mixto / CAF / Nación / GCBA
Centros de Salud en Parque Avellaneda;Nuevo Cesac 14;Finalizada;Salud;Ministerio de Salud;"la obra comprende la construcción de dos edificios en los que se prevé la posibilidad de una ampliación futura de un nivel más en su totalidad. el área total de la intervención comprende 2585 m2 cubiertos, 145 m2 semicubiertos y 960 m2 descubiertos. la primera etapa comprende la construcción del nuevo prototipo de centro de salud más la ejecución de locales de infraestructura que albergan sala de tableros, depósitos, sala de bombas, gases médicos; los que son comunes a los dos edificios y están dimensionados para los requerimientos de infraestructura de ambos más el sector destinado a cámara transformadora y sala de corte (28,40 m2) y los espacios exteriores definido en el plano de etapas (132,87 m2). en la segunda etapa, una vez terminada la obra, las funciones del cesac n° 14 se trasladarán al nuevo edificio y se procederá a la demolición del antiguo centro de salud. la tercera etapa comprende la construcción del nuevo centro médico de especialidades ambulatorias (cemar).";105154463.00;9;parque avellaneda;casco, horacio, dr. 4446;2017-06-16;2020-01-30;37;100;Mejoramiento Hospitalario S.A.;2014;Licitación Pública;1305/2016;30707962654;45;1305-2016;Nación / Fuente 11
Hospital Elizalde;Hospital Elizalde - Remodelación Servicio Reconstitución De Citostáticos;Finalizada;Salud;Ministerio de Salud;se realizaron trabajos de remodelación en el servicio de reconstitución de citostáticos.;7817140.00;4;barracas;montes de oca, manuel av. 40;2017-09-05;2018-03-02;6;100;Grupo Viarsa S.A;2016;Licitación Privada;3/2016;30714207667;6;3-2016;Mixto Nación / Préstamo BID AR-L1260
Hospital Fernández;Hospital Fernández - Readecuación Fí­sica Angiógrafo;Finalizada;Salud;Ministerio de Salud;esta obra consistió en satisfacer la necesidad de adecuar fí­sicamente el servicio de hemodinamia debido a la instalación de un nuevo angiógrafo, respondiendo a un programa médico elevado por la dirección del hospital, adecuando fí­sicamente el servicio. la superficie que se intervino fue de 94 m2, y está distribuida en los siguientes locales: sala de examen, sala de comando, sala técnica, sala de recuperación, sanitario para pacientes, office sucio, office limpio, sala de informes, sanitario para médicos y depósito. se anexó una superficie de 5 m2 por fuera del servicio de hemodinamia, destinada al sector ups que funciona para el respectivo servicio.;8660000.00;14;palermo;cerviño av. 3356;2016-01-11;2017-07-27;18;100;Philips Argentina Sociedad Anónima;2016;Licitación Pública;122--SSASS-2016;30500527230;17;20621168--MGEYA-2016;Mixto / Nación / Préstamo BIRF 8706-AR
Hospital Cecilia Grierson;Hospital Cecilia Grierson - Remodelación y ampliación (Etapa N° 2- 3° Módulo);Finalizada;Salud;Ministerio de Salud;esta obra consiste en dos estructuras circulatorias bien diferenciadas: una para el público y otra para personal técnico. se incorporará el centro quirúrgico con habitaciones de terapia intensiva y habitaciones de internación corta estancia. se construirán edificios anexos como áreas de apoyo para mantenimiento, tanques y salas de gases médicos. esta intervención abarca una totalidad de 5756 m2 cubiertos y 11095 m2 descubiertos.;296735562.00;8;villa lugano;fernandez de la cruz, f., gral. av. 4402;2017-08-01;2020-05-31;33;88;Henisa Sudamericana S.A.;2017;Licitación Pública;212--SSASS-2017;33668217759;90;26323352--MGEYA-2016;Mixto / CAF / Nación / GCBA
Hospital Penna;Hospital Penna - Instalación de sistema de climatización para el servicio de Unidad de Terapia Intensiva;Finalizada;Salud;Ministerio de Salud;la obra consistió en la puesta en norma de la instalación de sistema de climatización para el servicio de unidad de terapia intensiva.;8110000.00;4;parque patricios;chutro, pedro, prof., dr. 3380;2016-08-15;2016-08-30;0;100;Philips Argentina Sociedad Anónima;2016;Licitación Pública;122--SSASS-2016;30500527230;17;122--SSASS-2016;Mixto / Nación / Préstamo BIRF 8706-AR
Hospital Santojanni;Hospital Santojanni - Ampliación Instalaciones Centrales De Oxigeno, Aire Comprimido Vací­o (Edificio 3, En 1°, 2°, 3° Y 4° Piso);Finalizada;Salud;Ministerio de Salud;se realizó la provisión e instalación de materiales y equipos para la ampliación de las instalaciones de oxí­geno, aire comprimido y aspiración central correspondientes al edificio 3 en los pisos 1°, 2°, 3° y 4° del hospital.;17406748.00;9;liniers;pilar 950;2016-06-21;2018-10-31;28;100;Ecohm S.R.L.;2014;Licitación Pública;82/2014;30712548114;9;82-2014;Nación
Hospital Gutiérrez;Hospital Gutiérrez - Trabajos De Remodelación Del Sector De Guardia, Hall Central Y De Baños Públicos;Finalizada;Salud;Ministerio de Salud;la obra de refacción de guardia en el hospital gutiérrez consistió en la puesta en valor de las zonas de circulación de las guardias (públicas y consultorios), las salas de espera, los nuevos sanitarios para mejorar la experiencia de los vecinos y visitantes que utilizan las áreas de guardia. en la sala de espera se retiró la cartelerí­a y señalética en paredes que comprenden el sector, se pintó la circulación de los consultorios en paredes, cielorraso y la puesta a cero los sanitarios públicos existentes.;2391883.00;2;recoleta;gallo 1330;2017-07-17;2017-11-13;4;100;Indaltec S.A.;2014;Anexo contratación mantenimiento;67/2014;30650988600;10;67-2014;GCBA
Hospital Gutiérrez;Hospital Gutiérrez - Provisión Y Colocación De Cámara De Frio De Ia Morgue;Finalizada;Salud;Ministerio de Salud;la obra consistió en el desmonte de la cámara existente y se realizó una nueva red de emergencia de ultrafreezer.;1800000.00;2;recoleta;gallo 1330;2017-04-17;2017-08-01;4;100;Mejores Hospitales S.A;2014;Adicional de Mantenimiento;67/2014;30647354072;3;67-2014;GCBA / FoDUS
Hospital Marí­a Ferrer;Hospital Marí­a Ferrer - Instalación De Sistema De Climatización Frí­o/Calor Con Filtrado Especial - 2° Parte;Finalizada;Salud;Ministerio de Salud;la obra consistió en la puesta en valor de la totalidad edificada de la terapia intermedia, tareas de obra civil, termomecánica, electricidad y sanitarias.;8250000.00;4;barracas;finochietto enrique dr. 849;2016-12-29;2017-12-29;12;100;Mejores Hospitales S.A;2014;Decreto N° 433/16;4767/2016;30647354072;4;4767-2016;Mixto / Nación / GCBA
Hospital Udaondo;Hospital Udaondo - Trabajos Para Ampliación Y Modificación De Tableros Para Alimentar Pabellones C Y D De Los Transformadores Actuales De Pabellón A Y B;Finalizada;Salud;Ministerio de Salud;la obra consistió en trabajos para la ampliación y modificación de tableros para alimentar pabellones c y d de los transformadores actuales de pabellón a y b.;6263000.00;4;parque patricios;caseros av. 2061;2017-04-10;2017-12-05;8;100;Indaltec S.A.;2014;Adicional de Mantenimiento;86/2014;30650988600;12;86-2014;Nación / Fuente 11
Hospital Fernández;Hospital Fernández - Infraestructura Y Seguridad - 1° Etapa;Finalizada;Salud;Ministerio de Salud;la primer etapa de la obra de seguridad consistió en la colocación de puertas internas de seguridad en el sector de guardia y de la colocación de dos puertas dobles en el sector de la uti.;6842615.00;14;palermo;cerviño av. 3356;2016-09-23;2017-03-31;6;100;Mig S.A.;2014;Licitación Pública;66-SIGAF-MSGC-2014;30561265255;7;2888256-2888256-MGEYA-2013;Mixto / Nación / Préstamo BIRF 8706-AR
Plazas y Parques de Comuna 2;Recoleta Entrena;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;el proyecto consistió en la puesta en valor y aprovechamiento del espacio urbano para la recreación deportiva. el circuito se conformó por 2 áreas: 1-atletismo: compuesto por un circuito de running de 1.3kms cuya pista se realizó con un solado deportivo especial que permite el uso de alto tránsito, rendimiento, y con amortiguación permitiendo evitar lesiones en los corredores, también cuenta con un área para los usuarios donde pueden realizar ejercicios varios, elongación, etc. y 2- tecnologí­a fitness: el sendero de running está equipado con diversos sensores que miden el desempeño atlético de los usuarios y un área con un tótem interactivo donde pueden acceder a la información personalizada de cada individuo como también a tutoriales instructivos de ejercicios.;20640490.00;2;recoleta;del libertador av. y austria;2017-11-24;2018-08-30;9;100;Miavasa S.A;2017;;;30677303863;24;;Mixto / Nación / GCBA
Entorno Constitución;Ensanche Constitución;Finalizada;Transporte;Subsecretarí­a de Gestión Comunal;el proyecto se basó en una serie de indicadores: ampliación del suelo absorbente que buscó generar un espacio de descanso y esparcimiento para los vecinos dotándolo de nuevas especies arbustivas, la incorporación de nuevas luminarias que invita a los vecinos a habitarlo brindando más seguridad por las noches, la incorporación de nuevo mobiliario urbano y la incorporación de especies arbóreas y arbustivas nuevas.;1741124.00;1;constitución;lima y constitucion;2017-07-07;2017-11-21;4;100;Kiva Construcciones S.A;2017;;;30714444936;74;;Mixto Nación / Préstamo BID AR-L1260
Plazas y Parques de Comuna 9;Plazoletas Bruix;Finalizada;Espacio Público;Subsecretarí­a de Gestión Comunal;el sector que se intervino son los islotes que se generan al cruzar en diagonal la av. bruix con las calles av. juan b. alberdi, escalada, homero, white y damaso larrañaga. el objetivo del proyecto se basó en ampliar el suelo absorbente de los islotes generando canteros centrales, la realización de aceras perimetrales que permiten el paso peatonal, la implementación de luminarias, la incorporación de vados peatonales que convirtió a dichos espacios en accesibles 100%, la incorporación de bolardos metálicos ubicados estratégicamente en el perí­metro para evitar el acceso vehicular por encima de los islotes e incorporación de nuevas especies vegetales y riego de dichos islotes.;3136293.00;9;parque avellaneda;bruix av. y alberdi, juan bautista av.;2017-09-01;2017-09-30;0;100;Estilo Quarzo S.R.L;2016;;;30711780846;53;;Internacional
Barrio Fraga;Barrio Fraga: Vivienda;Finalizada;Vivienda;Instituto de la Vivienda;barrio fraga, etapa 2. 678 viviendas, 70 locales comerciales y obras exteriores. tipologí­a pb + 2 / 4 / 8 pisos. prolong. av. triunvirato, av. elcano, guevara, prolong. céspedes, prolong. teodoro garcí­a y ví­as ffcc urquiza. barrio chacarita, comuna 15.;314876218.00;15;chacarita;fraga y garcia, teodoro;2018-03-01;2019-12-31;16;100;Conorvial S.A - CRIBA S.A. - PECAM S.A.;2017;Licitación Pública;37--IVC-2017;33504596309;115;16116111--IVC-2017;Mixto / Nación / GCBA
Barrio Rivera Iguazú;Barrio Rivera Iguazú: Manzana 2 - Construcción De 64 Viviendas;Finalizada;Vivienda;Instituto de la Vivienda;iguazú n° 1835, barrio ribera iguazú. 192 viviendas, obras exteriores y pavimentos. barrio nueva pompeya. convenio cuenca riachuelo matanza;60912546.00;4;nueva pompeya;iguazu 1835;2016-12-12;2019-03-31;27;100;Vivian Hnos S.A.C.I.F.I.;2014;Licitación Pública;LP 29/14;30504418649;120;LP 29-14;Nación
Ecoparque;Ecoparque: Equipamiento De Quirófano;Finalizada;Arquitectura;Secretarí­a de Transporte y Obras Públicas;se suministró equipo veterinario;4669930.00;14;palermo;republica de la india 3000;2016-11-20;2017-10-07;11;100;Gemed S.R.L-Adox S.A.-Bahurac S.A.-Geodigital Group S.R.L-Guido Matias Altamirano-Instruequipos S.A-Kifer Medical S.A-Mdv Srl-Proveeduria Medica Srl-Quiro-Med Sacif,;2017;Licitación Pública;9510-0271-LPU17;"30-60976921-8; 20-28247330-6; 33-56829370-9; 30-56300666-4; 30-68023513-5; 30-70793256-9; 30-71126606-9; 30-61181661-4; 30-64840608-4; 30-70973734-8";68;EX-2017-05166372-UPEEI;GCBA
