tipo,nombre,etapa,area_responsable,descripcion,monto_contrato,barrio,comuna,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,cuit_contratista,licitacion_anio,contratacion_tipo,nro_contratacion,mano_obra,expediente-numero,financiamiento
Espacio Público,Centro Comercial A Cielo Abierto Av. ílvarez Jonte (E/Joaquí­n V. González Y Lope De Vega),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"los trabajos que se realizaron están orientados a extender las pautas de diseño existentes en el tramo lope de vega -segurola, al tramo que arranca desde esta última hasta la av. joaquí­n v. gonzález. se realizó el recambio de veredas en todo el sector a intervenir, el soterramiento de cables, se renovó y completó la iluminación a nivel peatonal, y se incorporó arbolado y equipamiento urbano.",54446460.0,monte castro,10,indeterminado,2017-01-08,2018-01-04,12,100.0,Ilubaires S.A,30693811860,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Av. Córdoba (E/ Cerrito Y Callao): Rehabilitación,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"la intervención propuso la renovación de las aceras, la incorporación de planteras y arbolados, continuando con lo realizado en la primera etapa. a su vez se realizó el soterramiento de cables en toda el área de intervención y se incorporó equipamiento urbano.",21748597.0,san nicolás,1,indeterminado,2016-01-11,2017-01-05,12,100.0,Naku Construcciones S.R.L,30575292174,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial A Cielo Abierto Av. Corrientes ( E/ Callao Y Pueyrredón).,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco del plan integral once, se propuso la reparación de veredas, la renovación integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aéreo, la incorporación de iluminación peatonal y el completamiento del arbolado.",10000000.0,balvanera,3,corrientes av. y pasteur,2017-01-09,2018-01-02,12,100.0,,,2017,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial a Cielo Abierto Av. Corrientes (E/ Acevedo y Julián ílvarez),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco del plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovación integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aéreo, la incorporación de iluminación peatonal y el completamiento del arbolado de alineación. se incluyó además la renovación del monumento a osvaldo pugliese.",19313668.0,villa crespo,15,"corrientes av. y drago, luis maria",2017-01-05,2017-11-20,10,100.0,Contrata - Altote S.A,,2016,Licitación Pública,45/SIGAF/2017,indeterminado,27.002.091/dgru/2016,indeterminado
Espacio Público,Eje Corrientes: Centro Comercial A Cielo Abierto Av. Corrientes (E/ Mario Bravo Y Palestina),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco del plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovación integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aéreo, la incorporación de iluminación peatonal y el completamiento del arbolado de alineación.",24174549.0,almagro,5,corrientes av. y medrano av.,2017-01-05,2017-09-15,8,100.0,Naku Construcciones S.R.L,30575292174,2016,Licitación Pública,,indeterminado,indeterminado,indeterminado
Espacio Público,"Avenida de Mayo, Entorno plazas, Virrey Cevallos: Renovación ",Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco de la puesta en valor del eje cí­vico, se propuso la renovación de aceras en el entorno de la plaza congreso, la reparación y mantenimiento de aceras en el entorno de plaza de mayo y av. de mayo, el ajuste del ritmo de arbolado y alumbrado. se proyectó también la iluminación de árboles en puntos estratégicos, la rehabilitación de las superficies de plazoletas sobre sáenz peña y el ajuste de radios de esquinas en av. de mayo.",38030890.0,montserrat,1,indeterminado,2016-01-11,2017-08-08,19,100.0,Altote S.A,30707431896,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial A Cielo Abierto Av. Gaona (E/ Donato ílvarez Y Argerich),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco del plan de puesta en valor de centros comerciales a cielo abierto, la intervención realizada corresponde a la avenida gaona, incluyendo el perí­metro de la plaza comprendida entre las calles gavilán, caracas, luis viale y av. gaona. la intervención propuso la renovación del solado de veredas, incluyendo el soterrado del cableado aéreo, el completamiento del arbolado de alineación retirando aquellos ejemplares que se encontraban en mal estado y plantando nuevos. se incorporaron luminarias peatonales y se actualizaron a tecnologí­a led aquellos artefactos que eran de mercurio halogenado para reforzar la iluminación de la avenida. se incorporó equipamiento urbano para incentivar el uso, goce y tránsito seguro del espacio urbano.",37299609.0,flores,7,indeterminado,2017-01-05,2017-01-12,0,100.0,Dynco S.A,30708802812,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,"Esquinas Salcedo, Mármol, Las Casas y Muñiz: Puesta en valor del entorno ",Finalizada,Ministerio de Espacio Público e Higiene Urbana,"se realizó la nivelación de calzada y vereda en las esquinas, la incorporación de nuevas pérgolas y áreas de recreación y descanso, se reforzó la iluminación peatonal, se realizó el completamiento del arbolado urbano, y el ordenamiento vehicular.",20737985.0,boedo,5,indeterminado,2017-01-07,2017-07-03,6,100.0,Miavasa S.A,30677303863,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial A Cielo Abierto Av. Lope De Vega (E/ Tinogasta Y Gral. Paz),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco del plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovación de aceras, el ordenamiento del espacio público, la corrección del ritmo arbolado y alumbrado, la intensificación del alumbrado peatonal y se propusieron nuevos cruces nivelados.",29209398.0,villa devoto,11,indeterminado,2017-01-03,2017-08-01,7,100.0,Miavasa S.A,30677303863,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial a Cielo Abierto Av. Montes De Oca (E/ B Quinquela y Av. Martí­n Garcí­a),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco del plan de puesta en valor de centros comerciales a cielo abierto, se propuso la incorporación de nuevo arbolado, incorporación de farolas ornamentales led en aceras, incorporación de luminarias viales led en el boulevard de montes de oca, renovación total de aceras, soterrado de servicios e incorporación de nuevo equipamiento urbano.",28054630.0,barracas,4,indeterminado,2017-01-11,2018-09-01,20,100.0,Instalectro S.A.,33661628729,2017,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial A Cielo Abierto Av. Pueyrredón Tramo I,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"obra enmarcada en el plan integral once, propuso la reparación de veredas, la renovación integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aéreo, la incorporación de iluminación peatonal, el completamiento del arbolado y mobiliario urbano.",8200000.0,balvanera,3,"mitre, bartolome y pueyrredon av.",2018-01-17,2018-01-17,0,100.0,Miavasa S.A,30677303863,2017,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial A Cielo Abierto Av. Pueyrredón Tramo II,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"obra enmarcada en el plan integral once, propone la reparación de veredas la renovación integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aéreo, la incorporación de iluminación peatonal, el completamiento del arbolado y mobiliario urbano.",15300000.0,balvanera,3,pueyrredon av. y sarmiento,2018-01-17,2018-01-17,0,100.0,Miavasa S.A,30677303863,2017,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Helguera Y Av. Donato ílvarez),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco del plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovación y reparación de veredas en todo el sector, se refuerzó y corrigió la iluminación peatonal, se incorporó arbolado, se realizó un ordenamiento del espacio público y el soterramiento del cableado aéreo. a su vez, se propuso la nivelación de algunos cruces peatonales, para acentuar la continuidad del recorrido peatonal.",54975940.0,flores,7,indeterminado,2017-01-06,2018-05-31,16,100.0,Pelque S.A,30707761535,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Callao Y Pueyrredón),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco del plan once, se propuso la renovación y reparación de veredas en todo el sector, se reforzó y corrigió la iluminación peatonal, se incorporó arbolado, se hizo un ordenamiento del espacio público y el soterramiento del cableado aéreo. a su vez, se propuso la nivelación de algunos cruces peatonales, para acentuar la continuidad del recorrido peatonal.",25755320.0,balvanera,3,"rivadavia av. y colombo, carlos ambrosio",2018-01-02,2018-01-11,0,100.0,Algieri S.A,30699339810,2017,Licitación Pública,1549/SIGAF/2017,indeterminado,23058047/dgru/2017,indeterminado
Espacio Público,Centro Comercial a Cielo Abierto Av. San Juan (E/ Colombres y Virrey Liniers),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco del plan de puesta en valor de centros comerciales a cielo abierto, se realizó la reparación y reposición de aceras, ordenamiento general, corrección ritmo arbolado y alumbrado, e intensificación del alumbrado peatonal.",5868243.0,boedo,5,indeterminado,2016-01-10,2016-01-12,0,100.0,Naku Construcciones S.R.L,30575292174,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Paseo Av. Sarmiento (Ramí­rez),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"puesta en valor de la av. sarmiento y el paseo ramí­rez. se propuso la renovación de veredas en un amplio sector y se incorporó una dársena vehicular. a su vez, la propuesta mejoró las cualidades ambientales del área mediante la incorporación de arbolado y equipamiento urbano.",24627378.0,palermo,14,indeterminado,2016-01-11,2017-01-05,12,100.0,Altote S.A,30707431896,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial A Cielo Abierto Av. Varela (E/ Eva Perón Y Bajo Autopista Au. 25 De Mayo),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"en el marco del plan de puesta en valor de centros comerciales a cielo abierto, en av. varela, en el tramo comprendido entre la calle primera junta y la av. eva perón, se propuso el recambio de la totalidad de las veredas, el soterramiento de cables, la renovación de la iluminación a nivel peatonal, la incorporación de arbolado, nuevas rampas de accesibilidad e intervenciones artí­sticas en el sector del bajo autopista.",12012804.0,flores,7,indeterminado,2017-01-04,2017-11-15,10,100.0,Avinco Construcciones S.A,33622606939,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Boulevard San Isidro Labrador: Renovación,Finalizada,Ministerio de Espacio Público e Higiene Urbana,se canalizaron flujos vehiculares mediante intervención peatonal. se realizó la demarcación de sendas peatonales logrando cruces seguros y cortos. se ejecutaron nuevos vados peatonales. se realizó la demarcación horizontal en los extremos del boulevard evitando el estacionamiento indebido. se incorporó mobiliario urbano en las intervenciones peatonales. se coloraron elementos reflectivos para incrementar la visibilidad en las intersecciones.,11291008.0,saavedra,12,indeterminado,2016-01-09,2017-01-03,12,100.0,Salvatori S.A Parques Y Jardines,30512700124,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Comercial A Cielo Abierto Avellaneda E/ Terrada Y Emilio Lamarca,Finalizada,Ministerio de Espacio Público e Higiene Urbana,se canalizaron flujos vehiculares mediante intervención peatonal. se realizó la demarcación de sendas peatonales logrando cruces seguros y cortos. se ejecutaron nuevos vados peatonales. se realizó la demarcación horizontal en los extremos del boulevard evitando el estacionamiento indebido. se incorporó mobiliario urbano en las intervenciones peatonales. se coloraron elementos reflectivos para incrementar la visibilidad en las intersecciones.,47806102.0,flores,7,indeterminado,2017-01-03,2017-09-10,8,100.0,Da Fré Obras Civiles S.A,30711388768,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Centro Trasbordo Constitución,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"el proyecto para el centro de trasbordo de constitución, que unificó la estación garay del metrobús sur y la cabecera de la lí­nea c de subte, incluyó la instalación de una cubierta vidriada de 2300 metros cuadrados, la construcción de un nuevo vestí­bulo sobre la plaza con una boleterí­a, la ampliación de un andén lateral, la renovación de los solados guí­a de los andenes, la colocación de torretas de ventilación que aseguran el flujo de aire en la estación y brindan iluminación natural, el reemplazo de la luminaria antigua por iluminación led, la incorporación de carteleras con información y mapas, y la construcción de dos locales comerciales.",112000000.0,constitución,1,indeterminado,2014-01-12,2017-03-31,38,100.0,Bricons S.A.I.C.F.I. - Miavasa S.A.- Union Transitoria De Empresas,30714595241,2014,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Conector Ambiental Av. Soldado De La Frontera,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"se llevó a cabo la ampliación, renovación y el equipamiento integral de veredas y canteros en dársenas para colectivos, plazas y plazoletas. también el completamiento y ampliación de especies arbóreas, la ampliación de espacios verdes en boulevares, dársenas y plazoletas, la iluminación peatonal, nuevos cruces peatonales elevados y rampas.",51274163.0,villa lugano,8,indeterminado,2016-01-11,2017-08-15,19,100.0,Miavasa S.A,30677303863,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Corredor Verde del Oeste: Tramo I - Cruce Medrano,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"como primera intervención del proyecto de techos ffcc sarmiento esta obra comprendió la rectificación de la calle bartolomé mitre y el ensanche de esquina con el objetivo de mejorar la circulación vehicular, aumentar la superficie verde, generar nuevos patios de juegos y postas de descanso. el proyecto también comprendió la renovación e incorporación del mobiliario urbano, refuerzo de la iluminación, e incorporación de arbolado.",60212823.0,almagro,5,indeterminado,2016-01-12,2018-08-31,31,100.0,Bricons S.A.I.C.F.I.-Construere Ingenieria S.A. -Union Transitoria,30715430807,2016,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Corrientes Cultural - Etapa I (E/ Pellegrini y Suipacha),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"obra que amplió, ordenó y generó nuevos espacios públicos de circulación peatonal, teniendo en cuenta todas las variables que componen el entorno urbano (alumbrado, buses, veredas, equipamiento, etc.) para potenciar la oferta cultural y gastronómica de una de las avenidas emblemáticas de bs. as.",13333334.0,san nicolás,1,"corrientes av. y pellegrini, carlos",2017-01-11,2018-07-15,18,100.0,,,2017,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Corrientes Cultural - Etapa I (E/ Suipacha y Florida),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"obra que amplió, ordenó y generó nuevos espacios públicos de circulación peatonal, teniendo en cuenta todas las variables que componen el entorno urbano (alumbrado, buses, veredas, equipamiento, etc.) para potenciar la oferta cultural y gastronómica de una de las avenidas emblemáticas de bs. as.",37500000.0,san nicolás,1,corrientes av. y esmeralda,2018-01-02,2018-07-15,6,100.0,,,2017,nan,,indeterminado,indeterminado,indeterminado
Espacio Público,Corrientes Cultural - Etapa II (E/ Callao y Cerrito),Finalizada,Ministerio de Espacio Público e Higiene Urbana,"obra que amplió, ordenó y generó nuevos espacios públicos de circulación peatonal, teniendo en cuenta todas las variables que componen el entorno urbano (alumbrado, buses, veredas, equipamiento, etc.) para potenciar la oferta cultural y gastronómica de una de las avenidas emblemáticas de la ciudad de buenos aires.",131448049.0,san nicolás,1,corrientes av. y parana,2018-01-03,2020-03-27,26,100.0,Algieri S.A,30699339810,2017,Licitación Pública,1627/SIGAF/2017,indeterminado,26885156/dgru/2017,indeterminado
Espacio Público,Estación Colegiales ( FFCC Mitre): Renovación del entorno,Finalizada,Ministerio de Espacio Público e Higiene Urbana,"se llevó a cabo la puesta en valor del entorno de la estación colegiales del ffcc mitre. se re realizaron las siguientes mejoras para la circulación peatonal: renovación de veredas sobre la calle crámer entre f. lacroze y aguilar, se incorporó nuevo alumbrado vial y peatonal, se plantaron nuevos ejemplares de arbolado, nuevos vados peatonales y demarcaciones horizontales en calzada para obtener cruces más seguros, se realizó recuperación del muro y la apertura del mismo, reemplazando parte de los paños ciegos por rejas.",14609792.0,colegiales,13,indeterminado,2016-01-11,2017-03-30,14,100.0,INGECONS S.A.,30683399333,2016,nan,,indeterminado,indeterminado,indeterminado
